Make Year,Time Counter  (Sec), Trip Duration (min), Latitude (deg), Longitude (deg), Input voltage read by the scan tool (V),Engine Power (HP), Hard Brake Count, Hard Accel Count, Idling Count, Seconds Idling (sec), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT), Calculated load value (%),Engine RPM (RPM), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V), Bearing (deg),Vehicle Speed (KmpH),GPS Speed (kmpH),Instant Fuel Economy (KmpL),Fuel Rate (LpH),Trip Distance (Km),Trip Fuel( L),Acceleration X (m/sec^2),Acceleration Y (m/sec^2),Acceleration Z (m/sec^2),Acceleration G X (m/sec^2),Acceleration G Y (m/sec^2),Acceleration G Z (m/sec^2),Engine Coolant Temp (°C),Intake Manifold Absolute Pressure (mmHg),Intake Air temperature (°C),Distance Travelled MIL Activated (km),Mass Air Flow Rate (g/min),Boost (KPa),Acceleration (m/sec^2),Engine Torque (Kg/m),Altitude (m),Horizontal Accuracy GPS (m)
Chrysler 2021,594.666,10.3916,41.49794,-93.60946,14.2,25.15084,0,0,0,0,7.972076,17.03798,0.05641174,-6.705383,-56.40615,3.762802,-8.437107,-50.7381,60.78431,1813,23.13725,0.725,0.665,86.76373,107.9997335606,107.738496,15.55360414208,6.9437289794,6.34911827846,0.3668841705919,0.738862922483,-0.1486820497204,-0.663363714783,0.686624298297,-5.46051296301,-7.39060433531,89,645.055606,7.77777777777778,0,1252.10979396,-12.00000572628,0.14347640088,108.4272334288,255.17746272,4.753566312
Chrysler 2021,595.669,10.40289,41.49796,-93.6091,14.2,26.40804,0,0,0,0,6.202148,13.37697,0.3477325,-6.955467,-55.77159,3.969757,-8.710049,-51.16824,61.56863,1832,23.52941,0.075,0.705,85.22361,107.9997335606,108.065232,14.81314784304,7.29082079312,6.37087494592,0.3682588043793,0.2832132253342,-0.1897616349755,-0.16323007953,1.09752134478,-5.37444325663,-7.94580240482,89,675.058086,7.77777777777778,0,1314.69841011,-8.00000381752,-7.7724E-16,112.6664060048,254.9990328,4.73151708
Chrysler 2021,596.675,10.41688,41.49798,-93.60874,14.2,26.6848,0,0,0,0,0.5277252,9.339783,-0.1132355,-7.492517,-55.3268,3.313492,-9.089222,-50.00595,61.17647,1837,23.52941,0.725,0.725,84.39638,107.9997335606,108.233632,14.6595178072,7.36722929397,6.39122183154,0.3697495745455,0.0948356612196,-0.2773489760146,-0.56912747521,1.340466944243,-5.20963430792,-7.57008335615,89,675.058086,7.77777777777778,0,1328.47620636,-8.00000381752,-7.7724E-16,113.5372623552,254.95395288,4.709132568
Chrysler 2021,597.67,10.44563,41.49801,-93.60838,14.1,26.93711,0,0,0,0,-2.091919,6.433777,-0.04571533,-7.616989,-55.33479,3.167999,-8.39035,-50.50244,51.37255,1838,22.7451,0.31,0.745,83.44257,108.9997291564,108.175632,14.6566693424,7.43688840879,6.44558855542,0.3734451567662,0.0328703799221,-0.315251102285,-0.0823449467197,1.38477495121,-5.12431136399,-8.05372939091,89,682.558706,7.77777777777778,0,1341.03747423,-7.00000161664,0.13816626672,114.548437312,255.11327184,4.689533928
Chrysler 2021,598.672,10.45791,41.49804,-93.60802,14.1,26.17725,0,0,0,0,6.826477,17.11809,-3.210434,-9.769267,-54.24549,5.317078,-7.86417,-47.94208,44.70588,1835,21.17647,0.095,0.745,82.59618,108.9997291564,107.614928,15.08211519464,7.227104772,6.4691686051,0.3749092019378,0.1000049642592,-0.01018456879783,-0.421285883767,1.384625293919,-5.45123177256,-7.64432983174,89,660.056846,7.77777777777778,0,1303.20897541,-10.00000132452,-7.7724E-16,111.4991825904,255.39886944,4.676421432
Chrysler 2021,599.667,10.47057,41.49808,-93.60768,14.2,27.02548,0,0,0,0,8.373276,19.12711,-7.320297,-22.22371,-47.80415,12.51064,-10.8149,-41.40829,47.84314,1834,21.96078,0.27,0.745,81.84512,107.9997335606,106.741632,14.47472046472,7.46128537624,6.49116345488,0.3765912867254,-1.374942680552,0.0541454287619,-0.891538048184,3.70001896313,-5.82784998418,-6.70203449223,89,682.558706,7.77777777777778,0,1345.43684364,-7.00000161664,-0.18943521168,115.1748633824,255.55891992,4.663391232
Chrysler 2021,600.662,10.49807,41.49812,-93.60732,14.1,26.58283,0,0,0,0,0.3066254,-11.15923,3.446365,-11.10101,-53.18644,4.617767,-8.72945,-47.45197,47.84314,1829,21.96078,0.055,0.745,80.11035,107.9997335606,106.614768,14.71574735264,7.3390771998,6.54067640932,0.379804569858,1.420024577258,-0.398673916781,0.0330378375915,1.515603160435,-5.49569004642,-7.3067810123,89,675.058086,7.77777777777778,0,1323.40008067,-8.00000381752,-7.7724E-16,113.5981429808,255.63999672,4.663799664
Chrysler 2021,601.669,10.5107,41.49817,-93.60697,14.1,26.6411,0,0,0,0,-5.388947,-4.774979,1.686447,-8.487201,-55.63251,3.927078,-6.538288,-50.13303,48.23529,1821,21.96078,0.745,0.725,79.28149,107.9997335606,106.332928,14.68356395184,7.3551651923,6.56332465114,0.381400120173,0.373200173206,-0.349548530009,0.2244001350185,1.723970915254,-5.32893646733,-8.0824690772,89,675.058086,7.77777777777778,0,1326.30078872,-8.00000381752,-7.7724E-16,114.3472827248,255.7962372,4.66779864
Chrysler 2021,602.665,10.5283,41.49822,-93.60662,14.2,26.81929,0,0,0,0,-2.348907,6.570953,-0.8664246,-7.043057,-57.21764,2.257126,-5.209156,-51.51956,50.19608,1813,22.7451,0.115,0.725,79.28149,107.9997335606,106.073296,14.58600615816,7.40436038066,6.58622555934,0.382985449881,0.426286448973,-0.559808489436,-0.559813975854,1.113538027728,-4.83361350626,-7.53864922902,89,682.558706,7.77777777777778,0,1335.17164835,-7.00000161664,-7.7724E-16,115.6200315648,255.93516504,4.67657688
Chrysler 2021,603.675,10.54203,41.49827,-93.60627,14.2,26.99489,0,0,0,0,-4.575394,2.158905,0.5184479,-7.706749,-56.64175,2.196976,-5.163502,-51.47101,60,1815,23.13725,0.705,0.725,77.6497,106.9997379648,105.973392,14.35694707384,7.45284012653,6.62180162938,0.385390699395,0.115522931811,-0.355426007692,-0.411974822819,1.294212782891,-5.01878011376,-7.85569103718,89,690.059326,7.77777777777778,0,1343.91368842,-6.000002173664,-0.1160309592,116.2488238096,255.885696,4.686613944
Chrysler 2021,604.671,10.55431,41.49833,-93.60592,14.2,26.43717,0,0,0,0,1.144196,12.272,2.321671,-10.01508,-55.59887,3.904373,-5.23822,-50.56631,60.39216,1807,23.13725,0.055,0.725,76.67909,106.9997379648,106.01664,14.65981965944,7.29886478937,6.6412472846,0.386789029849,-0.0395094638638,-0.2490592064807,-0.756181715303,1.482072916828,-5.20274885333,-7.32803478603,89,675.058086,7.77777777777778,0,1316.14853734,-8.00000381752,-0.1160309592,114.3511668224,256.34871768,4.689997224
Chrysler 2021,605.665,10.57961,41.49839,-93.60558,14.2,26.16042,0,0,0,0,-18.48662,4.141464,15.07602,-19.89275,-46.21975,13.02945,-18.71262,-37.72919,56.47059,1814,23.13725,0.645,0.725,76.15905,106.9997379648,105.887648,14.81490368776,7.22245628852,6.68576484768,0.389777611044,-0.972910466353,0.514651002082,-1.011224866456,3.24301558378,-6.4249612392,-6.28470096303,89,675.058086,7.77777777777778,0,1302.37074109,-8.00000381752,-7.7724E-16,112.7174498928,257.1196788,4.688150136
Chrysler 2021,606.658,10.59611,41.49846,-93.60522,14.2,26.42261,0,0,0,0,-4.430756,-5.01976,-4.040634,-14.81058,-46.06617,9.820282,-23.35463,-39.82025,49.41177,1811,20.78431,0.095,0.725,74.21114,106.9997379648,106.006768,14.66789739544,7.29484468395,6.71284038384,0.391781228557,0.1339501334675,-0.0183970568376,-0.921644462158,2.535286254641,-6.28440225805,-6.15596826068,89,675.058086,7.77777777777778,0,1315.42370052,-8.00000381752,-7.7724E-16,114.0357215472,257.41122,4.746077376
Chrysler 2021,607.665,10.61084,41.49853,-93.60489,14.2,26.96511,0,0,0,0,-12.49664,4.958954,6.00351,-15.04361,-50.91323,10.02341,-19.4242,-42.40424,55.29412,1789,25.4902,0.505,0.705,74.21114,106.9997379648,105.733424,14.3728006936,7.44461821601,6.73869604028,0.393419932546,0.0874609400644,-0.1689359847301,0.422689797173,2.737366574432,-6.22093354582,-7.39285071868,89,690.059326,7.77777777777778,0,1342.4313563,-6.000002173664,-7.7724E-16,117.8082071472,257.74275096,4.778017368
Chrysler 2021,608.665,10.6231,41.49861,-93.60455,14.2,26.92707,0,0,0,0,-1.516113,-6.340881,-11.40768,-18.3158,-47.00576,13.95035,-21.99924,-40.11163,54.5098,1795,22.7451,0.685,0.685,73.36002,105.999742369,105.680048,14.258585758,7.43411748867,6.7641203936,0.395159706982,-0.3007502251901,0.2081917627216,-0.716884636776,3.1620360541,-6.43768363294,-6.28140911223,89,697.559946,7.77777777777778,0,1340.53807164,-5.000002041212,-0.16084491072,117.2488078032,258.67711536,4.792778832
Chrysler 2021,609.677,10.63818,41.49869,-93.60422,14.2,26.43637,0,0,0,0,-6.474686,-0.06782532,3.192139,-18.11391,-46.83967,13.71332,-22.42104,-40.11911,58.03922,1778,23.13725,0.685,0.685,71.89798,105.999742369,105.460368,14.52325490376,7.29864145018,6.78611041536,0.396825665923,0.2286198915028,0.2791875661267,-0.441445117106,2.884062114115,-6.65188863171,-6.41178773998,89,682.558706,7.77777777777778,0,1316.10816783,-7.00000161664,-0.16084491072,116.212721048,259.38888432,4.80697032
Chrysler 2021,610.675,10.65288,41.49878,-93.60388,14.2,25.89823,0,0,0,0,5.158951,-4.840759,-1.563843,-18.43667,-47.96035,11.46638,-20.34786,-39.41376,57.2549,1790,23.13725,0.665,0.685,71.50906,105.999742369,105.090176,14.82503061784,7.1500716785,6.81688904286,0.398746382957,-0.07723047738,0.1827924820309,-0.002552413937234,2.978665638893,-6.51522195933,-6.97596829496,89,675.058086,7.77777777777778,0,1289.31823525,-8.00000381752,-7.7724E-16,113.0839092928,260.17676184,4.835304528
Chrysler 2021,611.762,10.67957,41.49887,-93.60356,14.2,25.9565,0,0,0,0,-6.398605,3.246323,-6.013931,-26.45016,-46.22819,17.11786,-10.86633,-35.65582,52.54902,1772,21.96078,0.215,0.665,70.71613,104.9997306798,104.736624,14.6522053304,7.166159671,6.86425996576,0.402102148922,-1.390609147151,0.1948889364373,-0.441460357156,4.74933907777,-6.38349611116,-6.32915923689,89,675.058086,7.77777777777778,0,1292.21848971,-8.00000381752,-0.16918661616,114.4896103472,260.43428736,4.847776944
Chrysler 2021,612.77,10.69461,41.49896,-93.60324,14.2,25.81084,0,0,0,0,-28.85935,-15.48439,20.26381,-14.72256,-53.92137,10.18355,-10.8218,-42.74527,56.47059,1762,23.52941,0.705,0.605,69.76291,104.9997306798,104.017888,14.7348958384,7.12594347516,6.8869130356,0.403540983263,0.79384506047,-0.666504384287,1.166987016685,2.795745414763,-5.47024221093,-7.9865177224,89,675.058086,7.77777777777778,0,1284.96694638,-8.00000381752,-7.7724E-16,114.4932563392,261.30705168,4.873892208
Chrysler 2021,613.666,10.70879,41.49905,-93.60291,14.2,25.95035,0,0,0,0,-5.915619,0.629837,0.937088,-10.8428,-53.40988,5.805588,-15.18114,-41.82516,58.03922,1764,22.7451,0.705,0.645,68.73554,103.999735084,104.0072,14.51609973024,7.16446002191,6.9148109445,0.405518481447,0.908094228902,-0.00849035682341,0.750591360162,1.660352850534,-5.83189164544,-8.17153497741,89,682.558706,7.77777777777778,0,1291.91231646,-7.00000161664,-0.143825976,114.9815960432,261.87946608,4.889894208
Chrysler 2021,614.669,10.72136,41.49915,-93.60259,14.2,25.69431,0,0,0,0,5.742142,6.386154,-2.455505,-28.75447,-48.75056,19.49289,-14.6993,-38.84811,58.82353,1750,23.13725,0.135,0.645,67.98331,103.999735084,103.392608,14.6607507248,7.09377127557,6.93689430798,0.40695807287,-2.189908316715,0.653842645946,-0.914233530644,5.33163090817,-6.31254453438,-6.43244410375,89,675.058086,7.77777777777778,0,1279.16598387,-8.00000381752,-0.143825976,114.7579107136,261.93512256,4.910934552
Chrysler 2021,615.668,10.74771,41.49926,-93.60228,14.2,25.56322,0,0,0,0,-1.090668,30.76709,9.251038,-27.4094,-43.83103,18.71632,-18.30855,-37.69052,58.43137,1752,21.96078,0.075,0.645,66.05376,103.999735084,102.994784,14.73593318976,7.05757897056,6.9802386622,0.409908799965,-0.0347215278354,0.2071209358484,-0.665561025192,4.04071028088,-6.18725303532,-5.88054093305,89,675.058086,7.77777777777778,0,1272.63973095,-8.00000381752,-7.7724E-16,114.0420759904,262.51930224,4.929143304
Chrysler 2021,617.21,10.76398,41.49936,-93.60197,14.2,25.51952,0,0,0,0,-7.150848,-1.610306,8.458969,-32.16687,-49.34065,18.02011,-15.53294,-37.50473,58.43137,1741,23.13725,0.605,0.645,65.55681,102.9997555816,102.834464,14.61923116176,7.04551486889,7.008434299,0.411885919608,-0.699172955467,-0.680582532875,-0.400503941985,5.02207196456,-4.81729750873,-6.43573900256,89,675.058086,7.77777777777778,0,1270.46431331,-8.00000381752,-0.1409337288,114.566444048,262.64222808,4.925878896
Chrysler 2021,617.666,10.76398,41.49947,-93.60166,14.2,25.51952,0,0,0,0,9.676117,-10.39273,3.175308,-31.14429,-49.33181,16.85127,-14.93867,-38.15323,58.43137,1741,23.13725,0.605,0.645,64.43118,102.9997555816,102.609968,14.61923116176,7.04551486889,7.008434299,0.411885919608,-0.894122151062,0.2195063111227,-0.1204882620214,5.46021425803,-5.78444022576,-6.57285373241,89,675.058086,7.77777777777778,0,1270.46431331,-8.00000381752,-0.1409337288,114.566444048,262.9439496,4.92113316
Chrysler 2021,618.663,10.78893,41.49958,-93.60135,14.2,25.92283,0,0,0,0,-5.128433,-1.362167,1.511154,-20.71459,-52.3279,14.23531,-14.63817,-41.82047,66.27451,1740,23.52941,0.095,0.645,64.35183,102.9997555816,102.856624,14.3917833732,7.15686270404,7.05137470888,0.414823397768,0.660767419865,0.2194008194966,1.316597977933,3.55931062949,-5.9958014312,-7.95433683282,89,690.059326,7.77777777777778,0,1290.54292825,-6.000002173664,-0.1409337288,116.4439513488,263.6518476,4.934431584
Chrysler 2021,619.665,10.80052,41.49969,-93.60104,14.2,24.2183,0,0,0,0,-9.541794,-7.957795,1.453918,-14.99298,-49.10728,11.13953,-18.84716,-42.38019,71.37255,1799,23.13725,0.76,0.645,64.35183,102.9997555816,102.881536,15.40470595896,6.68626810366,7.07389903152,0.416333397817,0.899439709308,0.377939523955,0.609612058433,2.198934693529,-6.22243011873,-7.61918070123,89,645.055606,7.77777777777778,0,1205.68395028,-12.00000572628,-7.7724E-16,105.2194747856,263.80833192,4.95938556
Chrysler 2021,620.662,10.82013,41.49981,-93.60072,14.2,25.33065,0,0,0,0,-3.359726,2.197723,-13.08755,-16.07861,-52.11447,11.27863,-12.36018,-43.13101,66.27451,1756,22.7451,0.78,0.645,64.31152,102.9997555816,103.139984,14.72823808336,6.99337084614,7.09520830246,0.417812357504,-0.493110715412,0.02668234354821,0.429286300415,2.875829134304,-6.28784346134,-7.80329879329,90,652.556226,7.77777777777778,0,1261.06139261,-11.0000035254,-7.7724E-16,112.7471238032,263.73146136,4.987451544
Chrysler 2021,621.663,10.84598,41.49992,-93.60041,14.2,24.96666,0,0,0,0,-0.6495514,-5.838608,-4.048706,-17.96226,-48.96289,10.72482,-16.95528,-41.9393,69.41177,1753,23.52941,0.8,0.645,64.31152,103.999735084,103.498288,15.08803319912,6.89287956687,7.14992425312,0.421499346844,0.548652163234,-0.1054673029802,-1.840187878942,1.673226120769,-5.81797138377,-5.2217592917,90,660.056846,7.77777777777778,0,1242.94047211,-10.00000132452,0.20849837904,111.317195504,263.90114352,5.017654176
Chrysler 2021,622.668,10.84598,41.50003,-93.6001,14.2,24.96666,0,0,0,0,-9.086029,-63.13966,-10.53244,-52.22727,-47.14692,20.34212,-8.965721,-24.49258,69.41177,1753,23.52941,0.8,0.645,64.34415,103.999735084,103.5584,15.08803319912,6.89287956687,7.14992425312,0.421499346844,-3.39135613446,-1.38259867207,-2.831393720519,8.05986503504,-4.05762673638,-3.35124127485,90,660.056846,7.77777777777778,0,1242.94047211,-10.00000132452,0.20849837904,111.317195504,264.45627576,5.03454924
Chrysler 2021,623.66,10.87202,41.50014,-93.59979,14.2,24.96666,0,0,0,0,-6.714294,98.67955,47.9476,-1.523543,46.55222,38.34995,4.600338,18.71494,70.19608,1758,23.52941,0.625,0.625,64.37481,103.999735084,103.249104,15.08803319912,6.89287956687,7.1729651739,0.423157734965,-0.0853215418454,-0.465287565729,-10.78965669502,7.26920819303,-2.229171867132,8.82268135371,90,660.056846,7.77777777777778,0,1242.94047211,-10.00000132452,0.20849837904,111.0006043456,264.45173424,5.06589792
Chrysler 2021,624.665,10.8871,41.50025,-93.59947,14.2,26.745,0,0,0,0,6.203888,5.266769,0.05195618,3.768866,84.92895,16.89348,6.296864,40.29288,68.62745,1766,23.52941,0.25,0.645,64.37481,104.9997306798,104.562672,14.22022501488,7.38385102928,7.2207545252,0.42636586994,3.40101832616,-1.012792457999,-3.28748604968,0.938401811536,-0.322730004422,8.62674003086,90,705.060566,7.77777777777778,0,1331.47352908,-4.00000190876,0.08476460568,118.3683505712,264.47303976,5.055111048
Chrysler 2021,625.668,10.91268,41.50037,-93.59916,14.2,25.06312,0,0,0,0,-7.217667,-11.89211,0.01940918,0.1201038,-267.1941,-10.7204,42.42487,19.51544,69.01961,1787,23.52941,0.565,0.645,64.23873,104.9997306798,104.861552,15.17448623152,6.91950992622,7.26886413516,0.429418803105,2.206632442784,-0.605949264816,-0.543471155836,-0.616719408151,-0.1793276871435,8.71999694482,90,652.556226,7.77777777777778,0,1247.74262944,-11.0000035254,-7.7724E-16,109.6211246704,264.7311444,5.023232016
Chrysler 2021,626.668,10.92468,41.50049,-93.59885,14.2,25.4509,0,0,0,0,-0.2050476,-1.782852,0.1471863,0.08036364,-267.4032,-10.0768,43.28402,18.22672,69.41177,1794,23.52941,0.78,0.645,64.23873,105.999742369,105.475536,15.08560137544,7.02656889184,7.28842244418,0.430719469981,0.471067811893,-0.310217923372,-0.357892457384,-0.1456476033649,-0.1463960422204,9.44194554541,90,660.056846,7.77777777777778,0,1267.04787343,-10.00000132452,0.20908493616,110.8828462448,264.86976744,5.021948808
Chrysler 2021,627.666,10.93976,41.5006,-93.59852,14.2,25.55059,0,0,0,0,0.5895538,0.9900055,0.2868347,0.433782,-267.5452,-9.706589,43.34466,17.21011,69.01961,1801,23.52941,0.78,0.665,64.31576,105.999742369,105.797248,15.0267359372,7.05409260795,7.31185765326,0.432341139625,0.2533973476734,-0.1715109435781,-0.441140925708,-0.360152251998,-0.1353190557187,10.03606365461,90,660.056846,7.77777777777778,0,1272.01105521,-10.00000132452,0.20908493616,110.8845427472,265.24726224,5.027304144
Chrysler 2021,628.67,10.95385,41.50072,-93.5982,14.2,25.94177,0,0,0,0,-1.949798,-2.065109,0.1478271,0.2645978,-267.9024,-9.234039,43.37444,16.40549,69.41177,1811,24.31373,0.745,0.665,64.35582,106.9997379648,106.596832,14.939772732,7.16209035525,7.34070829144,0.434209996542,-0.69159651701,-0.2909155161241,0.419101070199,0.457001245743,0.0577800282864,9.2066361254,90,667.557466,7.77777777777778,0,1291.48548827,-9.0000060184,0.14308314792,111.9604973088,264.89790048,5.011073544
Chrysler 2021,629.663,10.96825,41.50084,-93.59789,14.2,26.08581,0,0,0,0,0.3733063,1.372726,0.5858917,0.4946201,-267.9086,-9.098541,43.71038,15.93106,68.62745,1817,24.31373,0.155,0.665,64.42562,107.9997335606,106.662512,14.99612982064,7.20185987271,7.36241346002,0.435786241266,-0.0981570167564,0.1484821917047,-0.368188330363,-0.0492477643735,-0.379761624333,10.09803274592,90,667.557466,7.77777777777778,0,1298.65629258,-9.0000060184,0.335045304,112.2104040176,264.89384664,4.979109168
Chrysler 2021,630.658,10.98262,41.50095,-93.59756,14.2,26.17224,0,0,0,0,2.104279,0.5947876,-0.2241974,0.5495683,-268.1565,-9.815903,43.36125,15.14294,69.01961,1832,24.31373,0.705,0.685,64.44393,107.9997335606,107.466288,14.94661329896,7.22571931194,7.3883029126,0.437505574488,0.325868235518,-0.1287773556965,-0.01388749251449,-0.552652676359,-0.0717011433992,9.76572345567,90,667.557466,7.77777777777778,0,1302.95904732,-9.0000060184,0.19196218656,111.6603652,265.41301248,4.958788152
Chrysler 2021,631.663,11.00614,41.50107,-93.59723,14.2,26.3883,0,0,0,0,1.602005,1.022446,0.209259,0.3396174,-268.1358,-10.97624,44.30477,16.63251,63.52941,1849,21.96078,0.195,0.725,64.25375,108.9997291564,108.484016,14.96149333896,7.28536980272,7.41882726438,0.439580357709,-0.2432175733953,-0.314528114313,0.459244276302,-0.0934060835694,0.1354687434898,9.20079613824,90,667.557466,7.77777777777778,0,1313.71548058,-9.0000060184,0.13776996576,111.5470715792,264.96032352,4.946693688
Chrysler 2021,632.668,11.03003,41.50119,-93.59689,14.2,23.75575,0,0,0,0,2.613846,-1.728806,-0.09919739,0.2707799,-268.3654,-7.852432,43.04873,16.22598,48.62745,1871,19.60784,0.055,0.745,64.16849,110.9997364414,109.448208,16.9244299528,6.55856729731,7.4798421718,0.443426334269,0.0313799335122,-0.0564344537918,0.744979973752,-0.331860927979,-0.0567322138887,8.81489978418,90,592.551012,7.77777777777778,0,1182.65654675,-19.00000734292,0.3227121816,99.2381430608,264.70544976,4.941862608
Chrysler 2021,633.656,11.04419,41.50131,-93.59656,14.2,25.73882,0,0,0,0,1.14241,2.707245,0.1767426,0.3551557,-268.4761,-12.04974,41.67244,17.47336,50.58823,1884,20.39216,0.78,0.76,64.43486,110.9997364414,110.243056,15.62047504184,7.10605871643,7.50412550306,0.444872360889,-0.0793517399395,0.1473314764894,-0.2948840861043,-0.1227451610259,-0.231569206939,9.86811220759,90,637.554986,7.77777777777778,0,1281.38177102,-13.00000792716,0.22073487984,106.7803611648,263.43860952,4.92753396
Chrysler 2021,634.662,11.05858,41.50143,-93.59621,14.3,21.95378,0,0,0,0,-0.03913879,-0.6966553,0.798645,0.338024,-268.7805,-7.464111,43.25513,15.74271,46.66667,1954,17.64706,0.035,0.76,65.00762,110.9997364414,111.346256,18.31359222424,6.06107357347,7.52928592462,0.446277505081,-0.2767704637166,-0.00355932891755,0.1418477102581,0.2248331962793,-0.0875681995363,9.61977864085,90,540.046418,7.77777777777778,0,1092.94733091,-26.00000895956,-8.32104E-16,87.8149524928,262.38750672,4.91151672
Chrysler 2021,635.669,11.07467,41.50155,-93.59588,14.3,25.29941,0,0,0,0,1.969452,2.684753,1.185562,0.1935107,-268.9967,-7.338028,43.33691,15.58926,44.70588,1927,22.7451,0.075,0.76,65.38984,110.9997364414,111.308032,15.89177218256,6.98474768216,7.55973463742,0.44821147105,0.1238212609564,-0.374288617577,-0.323072295945,-0.1939972106317,0.345782104052,10.12108484555,90,600.051632,7.77777777777778,0,1259.50648609,-18.00000514204,-8.32104E-16,102.6153733648,261.54860568,4.926250752
Chrysler 2021,636.666,11.09895,41.50167,-93.59554,14.2,27.20933,0,0,0,0,-1.601212,-0.1821136,1.262497,0.2128911,-268.9603,-8.563522,43.27846,16.13568,40.78431,1901,19.21569,0.585,0.745,65.38984,111.9997159438,111.863904,14.9093961932,7.51204393893,7.60791988636,0.451423769976,0.01837750994947,0.386234073568,-0.479059998914,0.01422047541495,-0.427512358595,10.33304650896,90,667.557466,7.77777777777778,0,1354.58983625,-9.0000060184,0.1697336712,111.8714904592,261.9221076,4.919499432
Chrysler 2021,637.664,11.09895,41.50178,-93.5952,14.2,27.20933,0,0,0,0,-1.496902,-2.15834,0.8538208,-0.1701976,-269.1126,-11.77576,43.27307,18.19473,40.78431,1901,19.21569,0.585,0.745,66.45844,111.9997159438,112.26096,14.9093961932,7.51204393893,7.60791988636,0.451423769976,0.170324322805,-0.482608492156,1.600405809058,-0.0978967471825,0.458647780745,8.08321888766,90,667.557466,7.77777777777778,0,1354.58983625,-9.0000060184,0.1697336712,111.8714904592,260.545326,4.911239352
Chrysler 2021,638.669,11.1309,41.5019,-93.59485,14.1,26.94633,0,0,0,0,5.92041,9.869797,0.2153015,0.01170551,-269.5909,-8.982666,42.42894,15.99527,43.13726,1916,20.78431,0.625,0.725,66.95415,112.9997115396,112.833648,15.18932800856,7.43943598972,7.66998408346,0.455575986205,0.588645407245,-0.2574747925708,-0.61455806426,-0.457300560325,0.2359102132611,10.37510904696,90,660.056846,7.77777777777778,0,1341.4969609,-10.00000132452,0.19981548048,109.9228193472,259.6853328,4.881801768
Chrysler 2021,639.671,11.14425,41.50201,-93.59451,14.2,27.59824,0,0,0,0,-2.681351,-3.81961,0.5210723,-0.1734256,-269.4594,-7.193558,43.34408,14.88217,43.13726,1913,20.78431,0.055,0.725,67.55326,112.9997115396,112.89776,14.83053623264,7.61941709358,7.69002841316,0.456855454785,-0.526331281203,-0.1698681881085,0.769767305475,0.622108289831,0.1239426631947,8.95815015816,90,667.557466,7.77777777777778,0,1373.9513254,-9.0000060184,-8.32104E-16,112.7587165696,258.93317784,4.895371464
Chrysler 2021,640.666,11.15619,41.50212,-93.59416,14.2,27.24542,0,0,0,0,-1.774017,3.19548,1.122421,-0.3000785,-269.5904,-7.295349,42.93257,15.89767,42.35294,1927,20,0.76,0.725,67.55326,113.9997232288,112.874736,15.15552906056,7.52200713805,7.7165358523,0.458603557123,0.2766379362418,-0.0543306868097,-0.406253098447,-0.2881517330566,0.02619561292733,10.10566801097,90,660.056846,7.77777777777778,0,1356.38650624,-10.00000132452,0.16592492088,110.508454952,257.91788904,4.876793904
Chrysler 2021,641.673,11.18207,41.50222,-93.5938,14.2,26.27889,0,0,0,0,-0.8399048,-1.470322,1.160217,-0.2438452,-269.8004,-10.95892,41.6212,17.66507,38.03922,1941,18.03922,0.095,0.725,68.41645,114.9997188246,114.078736,15.85077979808,7.25516601633,7.7670128014,0.461862416592,0.146942733294,-0.196278127955,-0.3009779724973,-0.0709526740636,0.1701966416661,10.08935201344,90,630.054112,7.77777777777778,0,1308.26877186,-14.00000323328,0.15198839808,105.8193818448,256.80905712,4.867040304
Chrysler 2021,642.668,11.19678,41.50232,-93.59344,14.1,24.81696,0,0,0,0,0.8831177,-2.474274,0.1053619,-0.09217475,89.92579,-6.72673,42.32485,15.91415,34.90196,1956,12.94118,0.685,0.725,68.99583,114.9997188246,114.793376,16.78452781672,6.85155046049,7.78784409836,0.463209644011,-0.1973096354992,-0.1795839943044,0.594859994834,0.424219288591,0.2074692624312,9.20379233207,90,592.551012,7.77777777777778,0,1235.48798841,-19.00000734292,0.15198839808,99.1661309984,254.96629728,4.869661584
Chrysler 2021,643.673,11.19678,41.50242,-93.59308,14.1,24.81696,0,0,0,0,-1.427246,-0.2655334,0.5971222,-0.5332634,89.99944,-7.874649,43.7634,16.03339,34.90196,1956,12.94118,0.685,0.725,69.2076,114.9997188246,115.02328,16.78452781672,6.85155046049,7.78784409836,0.463209644011,-0.06905571456,0.1500345431977,0.459376255135,0.1790283116013,-0.0402664066672,9.18074023244,90,592.551012,7.77777777777778,0,1235.48798841,-19.00000734292,0.15198839808,99.1661309984,255.79126896,4.867771824
Chrysler 2021,644.667,11.21788,41.50253,-93.59271,14.1,13.29579,0,0,0,0,-1.796554,-3.191132,0.8486481,-0.3875743,-269.9074,-10.9335,41.46704,17.7139,19.21569,1948,13.33333,0.82,0.725,69.58495,115.9997144204,114.695744,31.60121285784,3.670745767149,7.81587880116,0.464112085755,-0.02231521578041,0.53895827223,-0.313245511705,0.0987948738091,-0.356859181994,10.09564005807,90,315.027056,7.77777777777778,0,661.91753674,-56.00001982788,0.15963619584,53.3468453632,254.593344,4.853333448
